CAUSA_DEF,ANIO_REGIS,ENT_CVE,MUN_CVE,SEXO,RANGO_EDAD,CONTEO,POBLACION,TASA,TASA_TYPE,ENT_NAME,MUN_NAME,Descripcion
C50,2012,7,Total,Mujeres,Total,143,2563656.0,5.5779714595093886,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2013,7,Total,Mujeres,Total,141,2612116.0,5.397922603743478,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2014,7,Total,Hombres,Total,2,2560799.0,0.0781006240630365,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2014,7,Total,Mujeres,Total,156,2659823.0,5.865051922627934,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2015,7,Total,Hombres,Total,1,2601740.0,0.0384358160308101,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2015,7,Total,Mujeres,Total,139,2706079.0,5.1365832261364135,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2016,7,Total,Mujeres,Total,176,2751269.0,6.397048053098406,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2017,7,Total,Mujeres,Total,156,2795702.0,5.579993862006752,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2018,7,Total,Hombres,Total,1,2724118.0,0.0367091293402121,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2018,7,Total,Mujeres,Total,154,2839751.0,5.42301067945746,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2019,7,Total,Hombres,Total,3,2764119.0,0.1085336774574466,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2019,7,Total,Mujeres,Total,184,2883413.0,6.381326573751315,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2020,7,Total,Hombres,Total,3,2803672.0,0.1070025309665324,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2020,7,Total,Mujeres,Total,192,2926695.0,6.560300953806256,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2021,7,Total,Hombres,Total,1,2842785.0,0.0351767720738641,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2021,7,Total,Mujeres,Total,194,2969590.0,6.5328883785303695,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2000,7,Total,Total,>65,12,146514.0,0.672,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2001,7,Total,Total,>65,14,153610.0,0.747,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2002,7,Total,Total,>65,18,160923.0,0.917,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2003,7,Total,Total,>65,16,168411.0,0.779,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2004,7,Total,Total,>65,18,176244.0,0.837,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2005,7,Total,Total,>65,24,184426.0,1.067,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2006,7,Total,Total,>65,26,193506.0,1.102,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2007,7,Total,Total,>65,22,203518.0,0.886,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2008,7,Total,Total,>65,38,213825.0,1.457,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2009,7,Total,Total,>65,33,224450.0,1.206,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2010,7,Total,Total,>65,39,233551.0,1.369,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2011,7,Total,Total,>65,43,241144.0,1.462,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2012,7,Total,Total,>65,44,249081.0,1.449,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2013,7,Total,Total,>65,54,257352.0,1.721,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2014,7,Total,Total,>65,48,265898.0,1.48,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2015,7,Total,Total,>65,41,274473.0,1.225,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2016,7,Total,Total,>65,40,283484.0,1.157,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2017,7,Total,Total,>65,52,293346.0,1.454,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2018,7,Total,Total,>65,41,303912.0,1.106,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2019,7,Total,Total,>65,48,315205.0,1.249,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2020,7,Total,Total,>65,51,327258.0,1.278,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2021,7,Total,Total,>65,56,340090.0,1.35,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2000,7,Total,Total,45_64,23,430106.0,1.052,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2001,7,Total,Total,45_64,21,448683.0,0.921,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2002,7,Total,Total,45_64,26,468288.0,1.093,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2003,7,Total,Total,45_64,36,488894.0,1.449,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2004,7,Total,Total,45_64,34,510556.0,1.311,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2005,7,Total,Total,45_64,31,533214.0,1.144,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2006,7,Total,Total,45_64,39,556371.0,1.38,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2007,7,Total,Total,45_64,38,579991.0,1.289,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2008,7,Total,Total,45_64,44,604227.0,1.433,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2009,7,Total,Total,45_64,42,628952.0,1.314,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2010,7,Total,Total,45_64,65,652918.0,1.959,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2011,7,Total,Total,45_64,61,676133.0,1.776,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2012,7,Total,Total,45_64,71,699586.0,1.997,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2013,7,Total,Total,45_64,59,723260.0,1.605,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2014,7,Total,Total,45_64,78,747146.0,2.055,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2015,7,Total,Total,45_64,68,770977.0,1.736,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2016,7,Total,Total,45_64,93,796568.0,2.298,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2017,7,Total,Total,45_64,74,824039.0,1.767,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2018,7,Total,Total,45_64,96,851607.0,2.218,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2019,7,Total,Total,45_64,102,879077.0,2.283,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2020,7,Total,Total,45_64,100,906279.0,2.172,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2021,7,Total,Total,45_64,100,932974.0,2.109,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2000,7,Total,Total,25_44,18,1010023.0,0.522,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2001,7,Total,Total,25_44,18,1038000.0,0.508,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2002,7,Total,Total,25_44,14,1065352.0,0.385,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2003,7,Total,Total,25_44,25,1091800.0,0.67,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2004,7,Total,Total,25_44,22,1117432.0,0.576,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2005,7,Total,Total,25_44,18,1142664.0,0.461,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2006,7,Total,Total,25_44,23,1170676.0,0.575,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2007,7,Total,Total,25_44,19,1202087.0,0.463,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2008,7,Total,Total,25_44,26,1234445.0,0.617,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2009,7,Total,Total,25_44,32,1267514.0,0.739,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2010,7,Total,Total,25_44,21,1297218.0,0.474,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2011,7,Total,Total,25_44,33,1326452.0,0.728,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2012,7,Total,Total,25_44,30,1358364.0,0.647,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2013,7,Total,Total,25_44,28,1390069.0,0.59,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2014,7,Total,Total,25_44,30,1421734.0,0.618,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2015,7,Total,Total,25_44,31,1452906.0,0.625,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2016,7,Total,Total,25_44,43,1484047.0,0.848,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2017,7,Total,Total,25_44,29,1514816.0,0.561,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2018,7,Total,Total,25_44,17,1544832.0,0.322,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2019,7,Total,Total,25_44,37,1574067.0,0.688,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2020,7,Total,Total,25_44,43,1602408.0,0.786,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2021,7,Total,Total,25_44,39,1629855.0,0.701,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2000,7,Total,Total,15_24,1,820049.0,0.02,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2001,7,Total,Total,15_24,1,832584.0,0.02,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2004,7,Total,Total,15_24,2,879373.0,0.038,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2005,7,Total,Total,15_24,2,894807.0,0.037,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2010,7,Total,Total,15_24,1,981284.0,0.017,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2012,7,Total,Total,15_24,1,1002946.0,0.017,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2014,7,Total,Total,15_24,2,1017539.0,0.033,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2017,7,Total,Total,15_24,1,1032853.0,0.016,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2018,7,Total,Total,15_24,1,1038563.0,0.016,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2020,7,Total,Total,15_24,1,1051604.0,0.016,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2000,7,Total,Mujeres,>65,12,73864.0,1.332,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2001,7,Total,Mujeres,>65,14,77475.0,1.482,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2002,7,Total,Mujeres,>65,18,81209.0,1.818,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2003,7,Total,Mujeres,>65,16,85037.0,1.543,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2004,7,Total,Mujeres,>65,18,89031.0,1.658,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2005,7,Total,Mujeres,>65,24,93194.0,2.112,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2006,7,Total,Mujeres,>65,26,97933.0,2.177,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2007,7,Total,Mujeres,>65,22,103282.0,1.747,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2008,7,Total,Hombres,>65,1,104993.0,0.078,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2008,7,Total,Mujeres,>65,37,108832.0,2.788,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2009,7,Total,Mujeres,>65,33,114610.0,2.361,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2010,7,Total,Mujeres,>65,39,119534.0,2.675,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2011,7,Total,Mujeres,>65,43,123609.0,2.853,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2012,7,Total,Mujeres,>65,44,127849.0,2.822,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2013,7,Total,Mujeres,>65,54,132245.0,3.348,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2014,7,Total,Mujeres,>65,48,136787.0,2.877,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2015,7,Total,Mujeres,>65,41,141356.0,2.378,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2016,7,Total,Mujeres,>65,40,146259.0,2.243,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2017,7,Total,Mujeres,>65,52,151713.0,2.811,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2018,7,Total,Hombres,>65,1,146356.0,0.056,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2018,7,Total,Mujeres,>65,40,157556.0,2.082,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2019,7,Total,Hombres,>65,1,151399.0,0.054,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2019,7,Total,Mujeres,>65,47,163806.0,2.353,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2020,7,Total,Hombres,>65,1,156780.0,0.052,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2020,7,Total,Mujeres,>65,50,170478.0,2.405,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2021,7,Total,Hombres,>65,1,162500.0,0.05,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2021,7,Total,Mujeres,>65,55,177590.0,2.54,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2000,7,Total,Mujeres,45_64,23,213056.0,2.125,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2001,7,Total,Hombres,45_64,1,225952.0,0.087,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2001,7,Total,Mujeres,45_64,20,222731.0,1.767,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2002,7,Total,Mujeres,45_64,26,232976.0,2.196,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2003,7,Total,Mujeres,45_64,36,243747.0,2.907,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2004,7,Total,Hombres,45_64,1,255510.0,0.077,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2004,7,Total,Mujeres,45_64,33,255046.0,2.546,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2005,7,Total,Mujeres,45_64,31,266852.0,2.286,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2006,7,Total,Hombres,45_64,1,277414.0,0.071,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2006,7,Total,Mujeres,45_64,38,278957.0,2.681,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2007,7,Total,Mujeres,45_64,38,291346.0,2.567,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2008,7,Total,Hombres,45_64,1,300113.0,0.066,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2008,7,Total,Mujeres,45_64,43,304114.0,2.783,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2009,7,Total,Mujeres,45_64,42,317201.0,2.606,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2010,7,Total,Mujeres,45_64,65,329996.0,3.876,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2011,7,Total,Mujeres,45_64,61,342704.0,3.503,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2012,7,Total,Hombres,45_64,3,343783.0,0.172,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2012,7,Total,Mujeres,45_64,68,355803.0,3.761,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2013,7,Total,Mujeres,45_64,59,369112.0,3.146,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2014,7,Total,Hombres,45_64,1,364510.0,0.054,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2014,7,Total,Mujeres,45_64,77,382636.0,3.96,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2015,7,Total,Hombres,45_64,1,374737.0,0.053,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2015,7,Total,Mujeres,45_64,67,396240.0,3.328,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2016,7,Total,Mujeres,45_64,93,410815.0,4.455,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2017,7,Total,Mujeres,45_64,74,426437.0,3.415,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2018,7,Total,Mujeres,45_64,96,442250.0,4.272,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2019,7,Total,Hombres,45_64,2,420910.0,0.094,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2019,7,Total,Mujeres,45_64,100,458167.0,4.295,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2020,7,Total,Mujeres,45_64,100,474115.0,4.151,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2021,7,Total,Mujeres,45_64,100,489954.0,4.017,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2000,7,Total,Mujeres,25_44,18,516230.0,1.021,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2001,7,Total,Hombres,25_44,1,505188.0,0.058,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2001,7,Total,Mujeres,25_44,17,532812.0,0.934,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2002,7,Total,Mujeres,25_44,14,549178.0,0.746,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2003,7,Total,Mujeres,25_44,25,565180.0,1.295,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2004,7,Total,Mujeres,25_44,22,580763.0,1.109,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2005,7,Total,Mujeres,25_44,18,596153.0,0.884,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2006,7,Total,Mujeres,25_44,23,612948.0,1.099,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2007,7,Total,Mujeres,25_44,19,631331.0,0.881,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2008,7,Total,Mujeres,25_44,26,650000.0,1.171,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2009,7,Total,Mujeres,25_44,32,668824.0,1.401,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2010,7,Total,Mujeres,25_44,21,685369.0,0.897,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2011,7,Total,Hombres,25_44,1,625080.0,0.047,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2011,7,Total,Mujeres,25_44,32,701372.0,1.336,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2012,7,Total,Mujeres,25_44,30,718950.0,1.222,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2013,7,Total,Mujeres,25_44,28,736305.0,1.113,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2014,7,Total,Hombres,25_44,1,668372.0,0.044,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2014,7,Total,Mujeres,25_44,29,753362.0,1.127,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2015,7,Total,Mujeres,25_44,31,769918.0,1.179,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2016,7,Total,Mujeres,25_44,43,786128.0,1.602,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2017,7,Total,Mujeres,25_44,29,801832.0,1.059,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2018,7,Total,Mujeres,25_44,17,816926.0,0.609,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2019,7,Total,Mujeres,25_44,37,831410.0,1.303,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2020,7,Total,Hombres,25_44,2,757175.0,0.077,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2020,7,Total,Mujeres,25_44,41,845233.0,1.42,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2021,7,Total,Mujeres,25_44,39,858387.0,1.33,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2000,7,Total,Mujeres,15_24,1,419435.0,0.04,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2001,7,Total,Mujeres,15_24,1,426214.0,0.039,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2004,7,Total,Mujeres,15_24,2,450213.0,0.074,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2005,7,Total,Mujeres,15_24,2,458396.0,0.073,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2010,7,Total,Mujeres,15_24,1,498425.0,0.033,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2012,7,Total,Mujeres,15_24,1,507007.0,0.033,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2014,7,Total,Mujeres,15_24,2,513095.0,0.065,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2017,7,Total,Mujeres,15_24,1,519612.0,0.032,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2018,7,Total,Mujeres,15_24,1,521980.0,0.032,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2020,7,Total,Mujeres,15_24,1,527566.0,0.032,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2000,7,110,Total,Total,1,5459.0,0.1831837332844843,1K,Chiapas,San Lucas,C50 - Tumor maligno de la mama
C50,2001,7,53,Total,Total,1,7566.0,0.1321702352630187,1K,Chiapas,Mazapa de Madero,C50 - Tumor maligno de la mama
C50,2001,7,55,Total,Total,1,4813.0,0.2077706212341575,1K,Chiapas,Metapa,C50 - Tumor maligno de la mama
C50,2001,7,56,Total,Total,1,7968.0,0.1255020080321285,1K,Chiapas,Mitontic,C50 - Tumor maligno de la mama
C50,2003,7,18,Total,Total,1,7593.0,0.1317002502304754,1K,Chiapas,Coapilla,C50 - Tumor maligno de la mama
C50,2003,7,42,Total,Total,1,8960.0,0.1116071428571428,1K,Chiapas,Ixhuatán,C50 - Tumor maligno de la mama
