CAUSA_DEF,ANIO_REGIS,ENT_CVE,MUN_CVE,SEXO,RANGO_EDAD,CONTEO,POBLACION,TASA,TASA_TYPE,ENT_NAME,MUN_NAME,Descripcion
C50,2021,7,Total,Total,>65,56,340090.0,1.35,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2000,7,Total,Total,45_64,23,430106.0,1.052,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2001,7,Total,Total,45_64,21,448683.0,0.921,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2002,7,Total,Total,45_64,26,468288.0,1.093,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2003,7,Total,Total,45_64,36,488894.0,1.449,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2004,7,Total,Total,45_64,34,510556.0,1.311,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2005,7,Total,Total,45_64,31,533214.0,1.144,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2006,7,Total,Total,45_64,39,556371.0,1.38,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2007,7,Total,Total,45_64,38,579991.0,1.289,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2008,7,Total,Total,45_64,44,604227.0,1.433,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2009,7,Total,Total,45_64,42,628952.0,1.314,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2010,7,Total,Total,45_64,65,652918.0,1.959,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2011,7,Total,Total,45_64,61,676133.0,1.776,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2012,7,Total,Total,45_64,71,699586.0,1.997,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2013,7,Total,Total,45_64,59,723260.0,1.605,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2014,7,Total,Total,45_64,78,747146.0,2.055,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2015,7,Total,Total,45_64,68,770977.0,1.736,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2016,7,Total,Total,45_64,93,796568.0,2.298,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2017,7,Total,Total,45_64,74,824039.0,1.767,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2018,7,Total,Total,45_64,96,851607.0,2.218,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2019,7,Total,Total,45_64,102,879077.0,2.283,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2020,7,Total,Total,45_64,100,906279.0,2.172,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2021,7,Total,Total,45_64,100,932974.0,2.109,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2000,7,Total,Total,25_44,18,1010023.0,0.522,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2001,7,Total,Total,25_44,18,1038000.0,0.508,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2002,7,Total,Total,25_44,14,1065352.0,0.385,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2003,7,Total,Total,25_44,25,1091800.0,0.67,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2004,7,Total,Total,25_44,22,1117432.0,0.576,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2005,7,Total,Total,25_44,18,1142664.0,0.461,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2006,7,Total,Total,25_44,23,1170676.0,0.575,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2007,7,Total,Total,25_44,19,1202087.0,0.463,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2008,7,Total,Total,25_44,26,1234445.0,0.617,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2009,7,Total,Total,25_44,32,1267514.0,0.739,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2010,7,Total,Total,25_44,21,1297218.0,0.474,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2011,7,Total,Total,25_44,33,1326452.0,0.728,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2012,7,Total,Total,25_44,30,1358364.0,0.647,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2013,7,Total,Total,25_44,28,1390069.0,0.59,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2014,7,Total,Total,25_44,30,1421734.0,0.618,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2015,7,Total,Total,25_44,31,1452906.0,0.625,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2016,7,Total,Total,25_44,43,1484047.0,0.848,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2017,7,Total,Total,25_44,29,1514816.0,0.561,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2018,7,Total,Total,25_44,17,1544832.0,0.322,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2019,7,Total,Total,25_44,37,1574067.0,0.688,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2020,7,Total,Total,25_44,43,1602408.0,0.786,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2021,7,Total,Total,25_44,39,1629855.0,0.701,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2000,7,Total,Total,15_24,1,820049.0,0.02,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2001,7,Total,Total,15_24,1,832584.0,0.02,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2004,7,Total,Total,15_24,2,879373.0,0.038,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2005,7,Total,Total,15_24,2,894807.0,0.037,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2010,7,Total,Total,15_24,1,981284.0,0.017,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2012,7,Total,Total,15_24,1,1002946.0,0.017,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2014,7,Total,Total,15_24,2,1017539.0,0.033,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2017,7,Total,Total,15_24,1,1032853.0,0.016,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2018,7,Total,Total,15_24,1,1038563.0,0.016,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2020,7,Total,Total,15_24,1,1051604.0,0.016,100k,Chiapas,Total,C50 - Tumor maligno de la mama
C50,2000,7,110,Total,Total,1,5459.0,0.1831837332844843,1K,Chiapas,San Lucas,C50 - Tumor maligno de la mama
C50,2001,7,53,Total,Total,1,7566.0,0.1321702352630187,1K,Chiapas,Mazapa de Madero,C50 - Tumor maligno de la mama
C50,2001,7,55,Total,Total,1,4813.0,0.2077706212341575,1K,Chiapas,Metapa,C50 - Tumor maligno de la mama
C50,2001,7,56,Total,Total,1,7968.0,0.1255020080321285,1K,Chiapas,Mitontic,C50 - Tumor maligno de la mama
C50,2003,7,18,Total,Total,1,7593.0,0.1317002502304754,1K,Chiapas,Coapilla,C50 - Tumor maligno de la mama
C50,2003,7,42,Total,Total,1,8960.0,0.1116071428571428,1K,Chiapas,Ixhuatán,C50 - Tumor maligno de la mama
C50,2007,7,24,Total,Total,1,9548.0,0.1047339757017176,1K,Chiapas,Chanal,C50 - Tumor maligno de la mama
C50,2008,7,29,Total,Total,1,5090.0,0.1964636542239685,1K,Chiapas,Chicoasén,C50 - Tumor maligno de la mama
C50,2009,7,55,Total,Total,1,5374.0,0.1860811313732787,1K,Chiapas,Metapa,C50 - Tumor maligno de la mama
C50,2010,7,18,Total,Total,1,8648.0,0.1156336725254394,1K,Chiapas,Coapilla,C50 - Tumor maligno de la mama
C50,2010,7,28,Total,Total,1,5707.0,0.1752234098475556,1K,Chiapas,Chiapilla,C50 - Tumor maligno de la mama
C50,2010,7,36,Total,Total,1,7132.0,0.1402131239484015,1K,Chiapas,La Grandeza,C50 - Tumor maligno de la mama
C50,2010,7,53,Total,Total,1,7791.0,0.1283532280836863,1K,Chiapas,Mazapa de Madero,C50 - Tumor maligno de la mama
C50,2010,7,84,Total,Total,1,8386.0,0.1192463629859289,1K,Chiapas,Solosuchiapa,C50 - Tumor maligno de la mama
C50,2010,7,85,Total,Total,1,9880.0,0.1012145748987854,1K,Chiapas,Soyaló,C50 - Tumor maligno de la mama
C50,2011,7,50,Total,Total,3,5424.0,0.5530973451327433,1K,Chiapas,La Libertad,C50 - Tumor maligno de la mama
C50,2012,7,29,Total,Total,1,5272.0,0.1896813353566009,1K,Chiapas,Chicoasén,C50 - Tumor maligno de la mama
C50,2012,7,53,Total,Total,1,7896.0,0.1266464032421479,1K,Chiapas,Mazapa de Madero,C50 - Tumor maligno de la mama
C50,2012,7,84,Total,Total,2,8456.0,0.2365184484389782,1K,Chiapas,Solosuchiapa,C50 - Tumor maligno de la mama
C50,2012,7,119,Total,Total,1,3427.0,0.2918004085205719,1K,Chiapas,Santiago el Pinar,C50 - Tumor maligno de la mama
C50,2013,7,45,Total,Total,1,5572.0,0.1794687724335965,1K,Chiapas,Ixtapangajoya,C50 - Tumor maligno de la mama
C50,2013,7,50,Total,Total,1,5387.0,0.1856320772229441,1K,Chiapas,La Libertad,C50 - Tumor maligno de la mama
C50,2013,7,55,Total,Total,1,5659.0,0.1767096660187312,1K,Chiapas,Metapa,C50 - Tumor maligno de la mama
C50,2014,7,36,Total,Total,1,7436.0,0.1344809037116729,1K,Chiapas,La Grandeza,C50 - Tumor maligno de la mama
C50,2015,7,55,Total,Total,1,5803.0,0.1723246596587971,1K,Chiapas,Metapa,C50 - Tumor maligno de la mama
C50,2015,7,98,Total,Total,1,7300.0,0.136986301369863,1K,Chiapas,Totolapa,C50 - Tumor maligno de la mama
C50,2016,7,18,Total,Total,1,9501.0,0.1052520787285548,1K,Chiapas,Coapilla,C50 - Tumor maligno de la mama
C50,2016,7,25,Total,Total,1,8004.0,0.1249375312343828,1K,Chiapas,Chapultenango,C50 - Tumor maligno de la mama
C50,2017,7,18,Total,Total,1,9638.0,0.1037559659680431,1K,Chiapas,Coapilla,C50 - Tumor maligno de la mama
C50,2017,7,63,Total,Total,1,3999.0,0.2500625156289072,1K,Chiapas,Osumacinta,C50 - Tumor maligno de la mama
C50,2018,7,50,Total,Total,1,5372.0,0.1861504095309009,1K,Chiapas,La Libertad,C50 - Tumor maligno de la mama
C50,2018,7,63,Total,Total,1,4031.0,0.2480774001488464,1K,Chiapas,Osumacinta,C50 - Tumor maligno de la mama
C50,2018,7,98,Total,Total,1,7664.0,0.1304801670146137,1K,Chiapas,Totolapa,C50 - Tumor maligno de la mama
C50,2019,7,53,Total,Total,1,8447.0,0.1183852255238546,1K,Chiapas,Mazapa de Madero,C50 - Tumor maligno de la mama
C50,2020,7,36,Total,Total,1,7882.0,0.1268713524486171,1K,Chiapas,La Grandeza,C50 - Tumor maligno de la mama
C50,2000,7,2,Total,Total,1,25268.0,0.3957574798163685,10K,Chiapas,Acala,C50 - Tumor maligno de la mama
C50,2000,7,9,Total,Total,2,40839.0,0.4897279561203751,10K,Chiapas,Arriaga,C50 - Tumor maligno de la mama
C50,2000,7,15,Total,Total,1,39926.0,0.25046335721084,10K,Chiapas,Cacahoatán,C50 - Tumor maligno de la mama
C50,2000,7,16,Total,Total,1,16586.0,0.6029181237187989,10K,Chiapas,Catazajá,C50 - Tumor maligno de la mama
C50,2000,7,17,Total,Total,1,68717.0,0.1455243971651847,10K,Chiapas,Cintalapa,C50 - Tumor maligno de la mama
C50,2000,7,27,Total,Total,1,63001.0,0.1587276392438215,10K,Chiapas,Chiapa de Corzo,C50 - Tumor maligno de la mama
C50,2000,7,30,Total,Total,1,26952.0,0.3710299792223211,10K,Chiapas,Chicomuselo,C50 - Tumor maligno de la mama
C50,2000,7,34,Total,Total,1,53432.0,0.1871537655337625,10K,Chiapas,Frontera Comalapa,C50 - Tumor maligno de la mama
C50,2000,7,35,Total,Total,1,10655.0,0.9385265133740028,10K,Chiapas,Frontera Hidalgo,C50 - Tumor maligno de la mama
C50,2000,7,44,Total,Total,1,18553.0,0.5389963887241955,10K,Chiapas,Ixtapa,C50 - Tumor maligno de la mama
C50,2000,7,46,Total,Total,2,37288.0,0.536365586783952,10K,Chiapas,Jiquipilas,C50 - Tumor maligno de la mama
C50,2000,7,48,Total,Total,2,21384.0,0.9352787130564908,10K,Chiapas,Juárez,C50 - Tumor maligno de la mama
C50,2000,7,68,Total,Total,1,29536.0,0.3385698808234019,10K,Chiapas,Pichucalco,C50 - Tumor maligno de la mama
C50,2000,7,69,Total,Total,2,48763.0,0.4101470377130201,10K,Chiapas,Pijijiapan,C50 - Tumor maligno de la mama
C50,2000,7,71,Total,Total,1,27215.0,0.3674444240308653,10K,Chiapas,Villa Comaltitlán,C50 - Tumor maligno de la mama
C50,2000,7,77,Total,Total,1,49671.0,0.2013247166354613,10K,Chiapas,Salto de Agua,C50 - Tumor maligno de la mama
C50,2000,7,79,Total,Total,1,26046.0,0.3839361130307917,10K,Chiapas,San Fernando,C50 - Tumor maligno de la mama
C50,2000,7,87,Total,Total,2,30995.0,0.6452653653815131,10K,Chiapas,Suchiate,C50 - Tumor maligno de la mama
C50,2000,7,93,Total,Total,1,32922.0,0.3037482534475427,10K,Chiapas,Tenejapa,C50 - Tumor maligno de la mama
C50,2000,7,97,Total,Total,2,79647.0,0.2511080141122704,10K,Chiapas,Tonalá,C50 - Tumor maligno de la mama
C50,2000,7,106,Total,Total,1,54891.0,0.182179227924432,10K,Chiapas,Venustiano Carranza,C50 - Tumor maligno de la mama
C50,2000,7,107,Total,Total,1,68097.0,0.1468493472546514,10K,Chiapas,Villa Corzo,C50 - Tumor maligno de la mama
C50,2000,7,108,Total,Total,3,88444.0,0.3391976844104744,10K,Chiapas,Villaflores,C50 - Tumor maligno de la mama
C50,2001,7,17,Total,Total,3,69692.0,0.4304654766687711,10K,Chiapas,Cintalapa,C50 - Tumor maligno de la mama
C50,2001,7,21,Total,Total,1,19689.0,0.5078978109604347,10K,Chiapas,Copainalá,C50 - Tumor maligno de la mama
C50,2001,7,27,Total,Total,2,65125.0,0.3071017274472168,10K,Chiapas,Chiapa de Corzo,C50 - Tumor maligno de la mama
C50,2001,7,31,Total,Total,1,81415.0,0.1228274887919916,10K,Chiapas,Chilón,C50 - Tumor maligno de la mama
C50,2001,7,34,Total,Total,1,54523.0,0.1834088366377492,10K,Chiapas,Frontera Comalapa,C50 - Tumor maligno de la mama
C50,2001,7,37,Total,Total,1,32085.0,0.3116721209287829,10K,Chiapas,Huehuetán,C50 - Tumor maligno de la mama
C50,2001,7,38,Total,Total,1,19170.0,0.5216484089723527,10K,Chiapas,Huixtán,C50 - Tumor maligno de la mama
C50,2001,7,41,Total,Total,1,33844.0,0.295473348303983,10K,Chiapas,La Independencia,C50 - Tumor maligno de la mama
C50,2001,7,57,Total,Total,1,58809.0,0.1700420003740924,10K,Chiapas,Motozintla,C50 - Tumor maligno de la mama
C50,2001,7,61,Total,Total,2,66706.0,0.2998231043684226,10K,Chiapas,Ocozocoautla de Espinosa,C50 - Tumor maligno de la mama
C50,2001,7,62,Total,Total,1,16386.0,0.6102770657878677,10K,Chiapas,Ostuacán,C50 - Tumor maligno de la mama
C50,2001,7,69,Total,Total,2,49042.0,0.4078137106969536,10K,Chiapas,Pijijiapan,C50 - Tumor maligno de la mama
C50,2001,7,86,Total,Total,2,16372.0,1.221597849987784,10K,Chiapas,Suchiapa,C50 - Tumor maligno de la mama
C50,2001,7,87,Total,Total,1,31488.0,0.3175813008130081,10K,Chiapas,Suchiate,C50 - Tumor maligno de la mama
C50,2001,7,97,Total,Total,4,80477.0,0.4970364203437006,10K,Chiapas,Tonalá,C50 - Tumor maligno de la mama
C50,2001,7,105,Total,Total,2,14037.0,1.4248058702001851,10K,Chiapas,Unión Juárez,C50 - Tumor maligno de la mama
C50,2001,7,107,Total,Total,1,69050.0,0.1448225923244026,10K,Chiapas,Villa Corzo,C50 - Tumor maligno de la mama
C50,2001,7,108,Total,Total,2,89751.0,0.2228387427438134,10K,Chiapas,Villaflores,C50 - Tumor maligno de la mama
C50,2002,7,20,Total,Total,1,41059.0,0.2435519618110523,10K,Chiapas,La Concordia,C50 - Tumor maligno de la mama
C50,2002,7,23,Total,Total,1,62008.0,0.1612695136111469,10K,Chiapas,Chamula,C50 - Tumor maligno de la mama
C50,2002,7,27,Total,Total,2,67357.0,0.2969253381237288,10K,Chiapas,Chiapa de Corzo,C50 - Tumor maligno de la mama
C50,2002,7,31,Total,Total,1,83954.0,0.1191128475117326,10K,Chiapas,Chilón,C50 - Tumor maligno de la mama
C50,2002,7,34,Total,Total,2,55689.0,0.3591373520803031,10K,Chiapas,Frontera Comalapa,C50 - Tumor maligno de la mama
C50,2002,7,37,Total,Total,1,32313.0,0.3094729675362856,10K,Chiapas,Huehuetán,C50 - Tumor maligno de la mama
C50,2002,7,40,Total,Total,1,50558.0,0.1977926342023023,10K,Chiapas,Huixtla,C50 - Tumor maligno de la mama
C50,2002,7,46,Total,Total,1,37545.0,0.2663470502064189,10K,Chiapas,Jiquipilas,C50 - Tumor maligno de la mama
C50,2002,7,48,Total,Total,1,21358.0,0.4682086337672066,10K,Chiapas,Juárez,C50 - Tumor maligno de la mama
C50,2002,7,65,Total,Total,1,91253.0,0.1095854382869604,10K,Chiapas,Palenque,C50 - Tumor maligno de la mama
C50,2002,7,69,Total,Total,2,49349.0,0.4052767026687471,10K,Chiapas,Pijijiapan,C50 - Tumor maligno de la mama
C50,2002,7,83,Total,Total,1,15666.0,0.638325035107877,10K,Chiapas,Socoltenango,C50 - Tumor maligno de la mama
C50,2002,7,93,Total,Total,1,34381.0,0.2908583229109101,10K,Chiapas,Tenejapa,C50 - Tumor maligno de la mama
C50,2002,7,96,Total,Total,1,59397.0,0.168358671313366,10K,Chiapas,Tila,C50 - Tumor maligno de la mama
C50,2002,7,97,Total,Total,3,81316.0,0.3689310836735698,10K,Chiapas,Tonalá,C50 - Tumor maligno de la mama
C50,2002,7,102,Total,Total,1,34900.0,0.2865329512893983,10K,Chiapas,Tuxtla Chico,C50 - Tumor maligno de la mama
C50,2002,7,104,Total,Total,1,12468.0,0.8020532563362207,10K,Chiapas,Tzimol,C50 - Tumor maligno de la mama
C50,2002,7,106,Total,Total,2,56592.0,0.3534068419564602,10K,Chiapas,Venustiano Carranza,C50 - Tumor maligno de la mama
C50,2002,7,108,Total,Total,1,91083.0,0.1097899717839772,10K,Chiapas,Villaflores,C50 - Tumor maligno de la mama
C50,2003,7,2,Total,Total,1,26468.0,0.377814719661478,10K,Chiapas,Acala,C50 - Tumor maligno de la mama
C50,2003,7,4,Total,Total,1,23706.0,0.4218341348181895,10K,Chiapas,Altamirano,C50 - Tumor maligno de la mama
C50,2003,7,5,Total,Total,1,19314.0,0.5177591384487936,10K,Chiapas,Amatán,C50 - Tumor maligno de la mama
C50,2003,7,8,Total,Total,1,26415.0,0.3785727806170736,10K,Chiapas,Angel Albino Corzo,C50 - Tumor maligno de la mama
C50,2003,7,13,Total,Total,1,24592.0,0.4066363044892648,10K,Chiapas,Bochil,C50 - Tumor maligno de la mama
C50,2003,7,14,Total,Total,1,15663.0,0.6384472961757006,10K,Chiapas,El Bosque,C50 - Tumor maligno de la mama
C50,2003,7,15,Total,Total,1,41281.0,0.2422421937453065,10K,Chiapas,Cacahoatán,C50 - Tumor maligno de la mama
C50,2003,7,17,Total,Total,3,71772.0,0.4179903026249791,10K,Chiapas,Cintalapa,C50 - Tumor maligno de la mama
C50,2003,7,32,Total,Total,1,28819.0,0.3469933030292516,10K,Chiapas,Escuintla,C50 - Tumor maligno de la mama
C50,2003,7,34,Total,Total,1,56894.0,0.1757654585720814,10K,Chiapas,Frontera Comalapa,C50 - Tumor maligno de la mama
C50,2003,7,35,Total,Total,1,11209.0,0.8921402444464269,10K,Chiapas,Frontera Hidalgo,C50 - Tumor maligno de la mama
C50,2003,7,37,Total,Total,2,32541.0,0.6146092621615807,10K,Chiapas,Huehuetán,C50 - Tumor maligno de la mama
C50,2003,7,40,Total,Total,2,50876.0,0.3931126660901014,10K,Chiapas,Huixtla,C50 - Tumor maligno de la mama
C50,2003,7,46,Total,Total,3,37690.0,0.7959671000265323,10K,Chiapas,Jiquipilas,C50 - Tumor maligno de la mama
C50,2003,7,54,Total,Total,1,25258.0,0.3959141658088527,10K,Chiapas,Mazatán,C50 - Tumor maligno de la mama
C50,2003,7,61,Total,Total,1,70288.0,0.1422717960391532,10K,Chiapas,Ocozocoautla de Espinosa,C50 - Tumor maligno de la mama
C50,2003,7,65,Total,Total,1,93622.0,0.1068125013351562,10K,Chiapas,Palenque,C50 - Tumor maligno de la mama
C50,2003,7,68,Total,Total,1,30051.0,0.3327676283651126,10K,Chiapas,Pichucalco,C50 - Tumor maligno de la mama
C50,2003,7,75,Total,Total,1,23431.0,0.4267850283812044,10K,Chiapas,Las Rosas,C50 - Tumor maligno de la mama
C50,2003,7,79,Total,Total,1,28053.0,0.3564681139272092,10K,Chiapas,San Fernando,C50 - Tumor maligno de la mama
C50,2003,7,83,Total,Total,1,15946.0,0.6271165182490908,10K,Chiapas,Socoltenango,C50 - Tumor maligno de la mama
C50,2003,7,87,Total,Total,1,32521.0,0.3074936195073952,10K,Chiapas,Suchiate,C50 - Tumor maligno de la mama
C50,2003,7,96,Total,Total,2,60698.0,0.3295001482750667,10K,Chiapas,Tila,C50 - Tumor maligno de la mama
C50,2003,7,97,Total,Total,3,82125.0,0.365296803652968,10K,Chiapas,Tonalá,C50 - Tumor maligno de la mama
C50,2003,7,103,Total,Total,1,24813.0,0.4030145488252126,10K,Chiapas,Tuzantán,C50 - Tumor maligno de la mama
C50,2003,7,106,Total,Total,1,57417.0,0.1741644460699792,10K,Chiapas,Venustiano Carranza,C50 - Tumor maligno de la mama
C50,2003,7,107,Total,Total,3,70907.0,0.4230893987899643,10K,Chiapas,Villa Corzo,C50 - Tumor maligno de la mama
C50,2003,7,108,Total,Total,3,92382.0,0.3247385854387218,10K,Chiapas,Villaflores,C50 - Tumor maligno de la mama
C50,2004,7,14,Total,Total,1,16019.0,0.6242586928022972,10K,Chiapas,El Bosque,C50 - Tumor maligno de la mama
C50,2004,7,15,Total,Total,1,41721.0,0.2396874475683708,10K,Chiapas,Cacahoatán,C50 - Tumor maligno de la mama
C50,2004,7,16,Total,Total,2,16974.0,1.1782726522917402,10K,Chiapas,Catazajá,C50 - Tumor maligno de la mama
